30-12-2013,201106,STATE SERVICE EXAM-2011 - SELECTION LIST ,https://psc.cg.gov.in/pdf/RESULT/SSE_2011SL.PDF
31-12-2013,201106,DETAILED MERIT LIST ,https://psc.cg.gov.in/pdf/RESULT/SSE_2011ML.PDF
31-12-2013,201106,ABBREVIATION USED IN LISTS ,https://psc.cg.gov.in/pdf/RESULT/SSE_2011ABRI.PDF
31-12-2013,201106,NOT ELIGIBLE CANDIDATES ,https://psc.cg.gov.in/pdf/RESULT/SSE11_NE_LIST.PDF
31-12-2013,201106,ONLINE STATEMENT OF MARKS ,http://cg.nic.in/psc/sse2011_ms/online_ms.asp
31-12-2013,201106,CONSTANTS USED IN FORMULAE FOR SCALING ,https://psc.cg.gov.in/PDF/RESULT/CONST_SCALING2011.PDF
31-12-2013,201106,CUT OFF SUMMARY - STATE SERVICE (MAINS) EXAM-2011,https://psc.cg.gov.in/PDF/RESULT/CO2011.PDF
27-12-2013,201106,STATE SERVICE EXAM-2011 MERIT LIST- MERIT WISE LIST,https://psc.cg.gov.in/pdf/RESULT/SSE_2011ML_M.PDF
27-12-2013,201106,STATE SERVICE EXAM-2011 MERIT LIST- ROLLNUMBER WISE LIST ,https://psc.cg.gov.in/pdf/RESULT/SSE_2011ML_R.PDF
20-11-2013,201002,CHIEF MUNICIPAL OFFICER EXAM-2010 (VARG - KHA & GA) WRITTEN EXAM RESULT ,https://psc.cg.gov.in/pdf/RESULT/CMO2010_Result.pdf
26-10-2013,201202,STATE SERVICE (PRELIMS) EXAM-2012 RESULT ,https://psc.cg.gov.in/pdf/RESULT/SSPE-2012result.pdf
11-10-2013,201106,STATE SERVICE (MAINS) EXAM-2011 RESULT ,https://psc.cg.gov.in/pdf/RESULT/SSME-2011result.pdf
28-09-2013,201105,CHHATTISGARH PUBLIC SERVICE COMMISSION-ASSISTANT GRADE-3 SELECTION LIST,https://psc.cg.gov.in/pdf/RESULT/SL_AG3_2011.PDF
29-09-2013,201105,MERIT LIST,https://psc.cg.gov.in/pdf/RESULT/AG03_ML.PDF
29-09-2013,201105,ABSENT IN SKILL TEST,https://psc.cg.gov.in/pdf/RESULT/AG03_ABSENT.PDF
08-07-2013,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST - LAW ,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL08072013/AP22.PDF
08-07-2013,200901,ASSISTANT PROFESSOR -2009 AMENDED SELECTION LIST -  POLITICAL SCIENCE,https://psc.cg.gov.in/pdf/RESULT/AP09/ASL08072013/AP03.PDF
